,S0,S1
,0.018469656992084433,0.9815303430079156
,0.9786396852164138,0.021360314783586284
,0.3616806722689076,0.6383193277310925
,0.9905913978494624,0.009408602150537635
,0.05335365853658536,0.9466463414634145
,0.6653061224489796,0.3346938775510205
,0.03347280334728033,0.9665271966527195
,0.8803088803088804,0.1196911196911197
,0.988377291014752,0.011622708985248103
,0.49586776859504134,0.5041322314049587
,0.9745649263721552,0.025435073627844713
,0.9607843137254902,0.03921568627450981
,0.975800156128025,0.02419984387197502
,0.9649075081610449,0.03509249183895539
,0.9738271604938271,0.02617283950617284
,0.9421813403416557,0.05781865965834428
,0.9866112650046168,0.013388734995383197
,0.9550561797752809,0.0449438202247191
,0.9080619080619081,0.09193809193809194
,0.9747899159663864,0.025210084033613446
,0.9868341097832694,0.01316589021673081
,0.9753320683111955,0.024667931688804556
,0.9452380952380952,0.05476190476190476
,0.13186274509803925,0.8681372549019609
,0.15358690418873377,0.8464130958112662
,0.9758186397984887,0.024181360201511334
,0.960127591706539,0.03987240829346093
,0.26196335794366965,0.7380366420563302
,0.9492506811989101,0.05074931880108992
,0.9436936936936937,0.0563063063063063
,0.8682738814993954,0.1317261185006046
,0.9745811669555172,0.02541883304448296
,0.86615515771526,0.13384484228473997
,0.5202558635394456,0.4797441364605544
,0.7511697150148874,0.24883028498511275
,0.9770114942528736,0.02298850574712644
,0.9879939969984993,0.012006003001500752
,0.655328798185941,0.34467120181405897
,0.9541284403669724,0.04587155963302752
,0.9885620915032679,0.011437908496732027
,0.9436936936936937,0.0563063063063063
,0.4018126888217523,0.5981873111782477
,0.13654618473895586,0.8634538152610443
,0.7716049382716049,0.22839506172839508
,0.98452910462193,0.015470895378070006
,0.9895116918844568,0.010488308115543328
,0.7037807839056538,0.29621921609434615
,0.4767441860465116,0.5232558139534883
,0.9827245804540968,0.017275419545903257
,0.023255813953488372,0.9767441860465116
,0.9699785561115081,0.030021443888491782
,0.30523390458545624,0.6947660954145438
,0.9769496734537073,0.023050326546292743
,0.7724213706908392,0.2275786293091608
,0.4200410524351558,0.5799589475648442
,0.9639664420299818,0.03603355797001788
,0.8394648829431438,0.16053511705685622
,0.93370346178968,0.06629653821032007
,0.988294314381271,0.011705685618729098
,0.8595348837209301,0.14046511627906977
,0.9570063694267515,0.04299363057324841
,0.8958333333333334,0.10416666666666669
,0.9712320200125077,0.028767979987492184
,0.4591150442477876,0.5408849557522124
,0.021613832853025938,0.978386167146974
,0.9532428355957767,0.04675716440422323
,0.8643067846607669,0.13569321533923304
,0.23585418933623506,0.764145810663765
,0.5803108808290156,0.4196891191709845
,0.9345372460496612,0.0654627539503386
,0.006179866644982924,0.9938201333550171
,0.9872093023255815,0.012790697674418604
,0.008943928448572412,0.9910560715514275
,0.9578947368421052,0.042105263157894736
