,T0-S0,T0-S1,T0-S2,T1-S0,T1-S1,T1-S2,T2-S0,T2-S1,T2-S2,T3-S0,T3-S1,T3-S2,T4-S0,T4-S1,T4-S2,T5-S0,T5-S1,T5-S2,T6-S0,T6-S1,T6-S2,T7-S0,T7-S1,T7-S2,T8-S0,T8-S1,T8-S2,T9-S0,T9-S1,T9-S2,T10-S0,T10-S1,T10-S2,T11-S0,T11-S1,T11-S2,T12-S0,T12-S1,T12-S2,T13-S0,T13-S1,T13-S2,T14-S0,T14-S1,T14-S2,T15-S0,T15-S1,T15-S2,T16-S0,T16-S1,T16-S2,T17-S0,T17-S1,T17-S2,T18-S0,T18-S1,T18-S2,T19-S0,T19-S1,T19-S2,T20-S0,T20-S1,T20-S2,T21-S0,T21-S1,T21-S2,T22-S0,T22-S1,T22-S2,T23-S0,T23-S1,T23-S2,T24-S0,T24-S1,T24-S2,T25-S0,T25-S1,T25-S2,T26-S0,T26-S1,T26-S2,T27-S0,T27-S1,T27-S2,T28-S0,T28-S1,T28-S2,T29-S0,T29-S1,T29-S2
,0.40361445783132527,0.030769230769230767,0.005040830728904123,0.0020080321285140565,0.030769230769230767,0.0011089827603589072,0.0020080321285140565,0.030769230769230767,7.057163020465773E-4,0.0923694779116466,0.04615384615384615,7.057163020465773E-4,0.004016064257028113,0.030769230769230767,0.0023187821352958966,0.008032128514056226,0.030769230769230767,0.006653896562153443,0.02208835341365462,0.030769230769230767,2.0163322915616494E-4,0.0020080321285140565,0.030769230769230767,0.004536747656013711,0.13755020080321287,0.030769230769230767,3.024498437342474E-4,0.01204819277108434,0.030769230769230767,0.0036293981248109695,0.0020080321285140565,0.030769230769230767,7.057163020465773E-4,0.005020080321285141,0.030769230769230767,3.024498437342474E-4,0.07028112449799198,0.030769230769230767,0.23429781227946364,0.0020080321285140565,0.030769230769230767,0.001310615989515072,0.0030120481927710845,0.030769230769230767,0.0012097993749369898,0.004016064257028113,0.030769230769230767,5.040830728904124E-4,0.015060240963855423,0.04615384615384615,0.001512249218671237,0.008032128514056226,0.030769230769230767,5.040830728904124E-4,0.11646586345381527,0.030769230769230767,3.024498437342474E-4,0.021084337349397592,0.04615384615384615,2.0163322915616494E-4,0.005020080321285141,0.030769230769230767,4.0326645831232987E-4,0.0030120481927710845,0.061538461538461535,2.0163322915616494E-4,0.004016064257028113,0.030769230769230767,0.002923681822764392,0.005020080321285141,0.030769230769230767,0.0014114326040931544,0.014056224899598393,0.030769230769230767,0.005544913801794536,0.0020080321285140565,0.030769230769230767,0.7185200120979938,0.005020080321285141,0.030769230769230767,5.040830728904124E-4,0.0020080321285140565,0.030769230769230767,0.0010081661457808247,0.008032128514056226,0.030769230769230767,0.0019155156769835669,0.019076305220883535,0.030769230769230767,0.001512249218671237
,0.0031446540880503146,0.03488372093023256,5.931198102016608E-4,0.0031446540880503146,0.023255813953488372,9.885330170027679E-4,0.009433962264150943,0.023255813953488372,0.0037564254646105183,0.044025157232704414,0.03488372093023256,0.4276393831553974,0.025157232704402517,0.03488372093023256,0.004547251878212732,0.006289308176100629,0.06976744186046512,0.008105970739422697,0.039308176100628936,0.023255813953488372,0.004349545274812179,0.006289308176100629,0.023255813953488372,0.004744958481613286,0.04088050314465409,0.046511627906976744,5.931198102016608E-4,0.009433962264150943,0.023255813953488372,3.9541320680110717E-4,0.012578616352201259,0.03488372093023256,0.0011862396204033216,0.02830188679245283,0.023255813953488372,3.9541320680110717E-4,0.017295597484276733,0.023255813953488372,3.9541320680110717E-4,0.0047169811320754715,0.023255813953488372,0.0033610122578094106,0.031446540880503145,0.023255813953488372,0.018979833926453145,0.11006289308176102,0.03488372093023256,0.4990114669829972,0.01886792452830189,0.03488372093023256,9.885330170027679E-4,0.0047169811320754715,0.023255813953488372,5.931198102016608E-4,0.036163522012578615,0.03488372093023256,0.00276789244760775,0.08333333333333334,0.023255813953488372,3.9541320680110717E-4,0.05974842767295598,0.046511627906976744,3.9541320680110717E-4,0.04559748427672957,0.023255813953488372,5.931198102016608E-4,0.09119496855345914,0.023255813953488372,0.00276789244760775,0.0031446540880503146,0.03488372093023256,3.9541320680110717E-4,0.017295597484276733,0.058139534883720936,0.0025701858442071968,0.01886792452830189,0.023255813953488372,0.0025701858442071968,0.09905660377358491,0.08139534883720931,3.9541320680110717E-4,0.036163522012578615,0.023255813953488372,9.885330170027679E-4,0.034591194968553465,0.03488372093023256,0.004151838671411625,0.05974842767295598,0.03488372093023256,0.0013839462238038752
,0.19545454545454546,0.04597701149425287,0.003381494005533354,0.006818181818181819,0.034482758620689655,0.003074085459575776,0.004545454545454546,0.022988505747126436,0.006148170919151551,0.02272727272727273,0.022988505747126436,0.001537042729787888,0.01590909090909091,0.022988505747126436,6.148170919151552E-4,0.013636363636363637,0.12643678160919541,0.001537042729787888,0.011363636363636366,0.022988505747126436,9.222256378727328E-4,0.004545454545454546,0.022988505747126436,0.0012296341838303104,0.03181818181818182,0.10344827586206898,0.0018444512757454655,0.006818181818181819,0.022988505747126436,0.0018444512757454655,0.004545454545454546,0.04597701149425287,0.0018444512757454655,0.009090909090909092,0.022988505747126436,6.148170919151552E-4,0.03636363636363637,0.022988505747126436,0.001537042729787888,0.011363636363636366,0.022988505747126436,6.148170919151552E-4,0.004545454545454546,0.034482758620689655,9.222256378727328E-4,0.038636363636363635,0.034482758620689655,0.001537042729787888,0.013636363636363637,0.034482758620689655,0.01168152474638795,0.034090909090909095,0.022988505747126436,9.222256378727328E-4,0.011363636363636366,0.022988505747126436,0.001537042729787888,0.009090909090909092,0.04597701149425287,0.0344297571472487,0.004545454545454546,0.022988505747126436,0.004611128189363664,0.011363636363636366,0.022988505747126436,0.002459268367660621,0.18409090909090914,0.022988505747126436,0.8914847832769751,0.011363636363636366,0.022988505747126436,0.008300030740854596,0.038636363636363635,0.022988505747126436,0.0021518598217030436,0.16136363636363638,0.022988505747126436,0.003381494005533354,0.02727272727272728,0.022988505747126436,6.148170919151552E-4,0.02272727272727273,0.034482758620689655,0.003074085459575776,0.04318181818181819,0.022988505747126436,0.004611128189363664,0.009090909090909092,0.022988505747126436,0.001537042729787888
,0.0012795905310300705,0.02985074626865672,0.0013008130081300813,0.002559181062060141,0.04477611940298508,0.005040650406504065,0.0019193857965451057,0.02985074626865672,0.008455284552845528,0.0019193857965451057,0.04477611940298508,0.005853658536585367,0.002559181062060141,0.04477611940298508,0.6019512195121952,0.002559181062060141,0.02985074626865672,0.007804878048780489,0.002559181062060141,0.02985074626865672,3.252032520325203E-4,0.002559181062060141,0.02985074626865672,8.130081300813008E-4,0.0019193857965451057,0.02985074626865672,0.12536585365853659,0.0012795905310300705,0.02985074626865672,0.023902439024390244,0.002559181062060141,0.02985074626865672,0.003902439024390244,0.002559181062060141,0.02985074626865672,3.252032520325203E-4,0.005118362124120282,0.04477611940298508,0.09560975609756098,0.0012795905310300705,0.02985074626865672,0.012032520325203251,0.0012795905310300705,0.02985074626865672,0.0014634146341463417,0.0012795905310300705,0.02985074626865672,3.252032520325203E-4,0.005118362124120282,0.02985074626865672,0.003089430894308943,0.0038387715930902114,0.02985074626865672,4.878048780487805E-4,0.0031989763275751763,0.02985074626865672,0.025040650406504064,0.0019193857965451057,0.02985074626865672,8.130081300813008E-4,0.002559181062060141,0.05970149253731344,3.252032520325203E-4,0.0012795905310300705,0.02985074626865672,0.004715447154471545,0.9232245681381959,0.02985074626865672,0.0040650406504065045,0.0031989763275751763,0.02985074626865672,0.01788617886178862,0.0019193857965451057,0.02985074626865672,0.011382113821138212,0.0012795905310300705,0.04477611940298508,0.027479674796747965,0.010876519513755598,0.02985074626865672,6.504065040650406E-4,0.0012795905310300705,0.02985074626865672,4.878048780487805E-4,0.002559181062060141,0.02985074626865672,0.004390243902439025,0.002559181062060141,0.02985074626865672,0.004715447154471545
,0.005906674542232724,0.034482758620689655,4.6052631578947373E-4,0.6178381571175428,0.034482758620689655,1.3157894736842105E-4,0.0035440047253396337,0.022988505747126436,8.552631578947369E-4,0.0017720023626698169,0.022988505747126436,1.3157894736842105E-4,0.0035440047253396337,0.022988505747126436,0.5534868421052631,0.03189604252805671,0.022988505747126436,3.9473684210526315E-4,0.002362669816893089,0.022988505747126436,7.236842105263158E-4,0.002362669816893089,0.04597701149425287,0.001513157894736842,0.0011813349084465446,0.022988505747126436,0.0011184210526315789,0.005906674542232724,0.022988505747126436,1.3157894736842105E-4,0.0017720023626698169,0.022988505747126436,1.3157894736842105E-4,0.004725339633786178,0.0574712643678161,0.19151315789473683,0.1600708800945068,0.0574712643678161,3.9473684210526315E-4,0.0011813349084465446,0.06896551724137931,1.3157894736842105E-4,0.0011813349084465446,0.022988505747126436,2.631578947368421E-4,0.018901358535144713,0.04597701149425287,1.9736842105263157E-4,0.0011813349084465446,0.022988505747126436,3.289473684210526E-4,0.014766686355581808,0.022988505747126436,2.631578947368421E-4,0.002953337271116362,0.022988505747126436,0.002368421052631579,0.015357353809805081,0.022988505747126436,1.3157894736842105E-4,0.0011813349084465446,0.034482758620689655,7.894736842105264E-4,0.002953337271116362,0.034482758620689655,3.289473684210526E-4,0.004134672179562907,0.022988505747126436,0.0019736842105263163,0.0011813349084465446,0.022988505747126436,0.0011842105263157893,0.03484937979917307,0.0574712643678161,0.0017763157894736842,0.010041346721795628,0.022988505747126436,0.001381578947368421,0.007678676904902541,0.034482758620689655,0.23631578947368423,0.02598936798582398,0.034482758620689655,9.86842105263158E-4,0.008269344359125812,0.034482758620689655,4.6052631578947373E-4,0.0053160070880094515,0.0574712643678161,1.3157894736842105E-4
,0.006976744186046512,0.03278688524590164,8.641175199827177E-4,0.0031007751937984496,0.03278688524590164,4.3205875999135883E-4,0.0031007751937984496,0.03278688524590164,4.3205875999135883E-4,0.0015503875968992248,0.03278688524590164,0.0034564700799308706,0.005426356589147288,0.03278688524590164,0.9535536833009289,0.03333333333333333,0.03278688524590164,6.480881399870382E-4,0.03798449612403101,0.03278688524590164,4.3205875999135883E-4,0.0031007751937984496,0.03278688524590164,0.0036724994599265496,0.002325581395348837,0.03278688524590164,0.0028083819399438324,0.003875968992248062,0.03278688524590164,4.3205875999135883E-4,0.0031007751937984496,0.03278688524590164,6.480881399870382E-4,0.0015503875968992248,0.03278688524590164,0.008425145819831498,0.6689922480620154,0.03278688524590164,0.0017282350399654353,0.006976744186046512,0.03278688524590164,0.0025923525599481534,0.002325581395348837,0.03278688524590164,4.3205875999135883E-4,0.005426356589147288,0.03278688524590164,0.001080146899978397,0.007751937984496124,0.03278688524590164,6.480881399870382E-4,0.002325581395348837,0.03278688524590164,6.480881399870382E-4,0.008527131782945736,0.03278688524590164,6.480881399870382E-4,0.011627906976744186,0.03278688524590164,0.001944264419961115,0.005426356589147288,0.03278688524590164,4.3205875999135883E-4,0.0015503875968992248,0.03278688524590164,6.480881399870382E-4,0.008527131782945736,0.03278688524590164,0.001080146899978397,0.11085271317829457,0.03278688524590164,6.480881399870382E-4,0.0031007751937984496,0.03278688524590164,0.0028083819399438324,0.03488372093023256,0.04918032786885246,6.480881399870382E-4,0.003875968992248062,0.03278688524590164,0.006480881399870383,0.0015503875968992248,0.03278688524590164,6.480881399870382E-4,0.006976744186046512,0.03278688524590164,6.480881399870382E-4,0.003875968992248062,0.03278688524590164,4.3205875999135883E-4
,0.08316008316008316,0.03278688524590164,0.007411982705373687,0.010395010395010396,0.03278688524590164,0.0015441630636195182,0.004158004158004158,0.03278688524590164,0.0021618282890673254,0.33264033264033266,0.03278688524590164,0.09079678814082766,0.037422037422037424,0.03278688524590164,6.176652254478072E-4,0.024948024948024953,0.03278688524590164,0.007720815318097591,0.0498960498960499,0.03278688524590164,6.176652254478072E-4,0.014553014553014556,0.03278688524590164,0.05219271155033971,0.018711018711018716,0.03278688524590164,9.264978381717108E-4,0.008316008316008316,0.03278688524590164,0.002779493514515133,0.010395010395010396,0.03278688524590164,0.0018529956763434217,0.014553014553014556,0.03278688524590164,0.0018529956763434217,0.11018711018711021,0.04918032786885246,0.554354539839407,0.04573804573804574,0.03278688524590164,0.0012353304508956144,0.006237006237006237,0.03278688524590164,0.0030883261272390363,0.004158004158004158,0.03278688524590164,0.002779493514515133,0.004158004158004158,0.03278688524590164,6.176652254478072E-4,0.004158004158004158,0.03278688524590164,0.030883261272390362,0.016632016632016633,0.03278688524590164,0.004014823965410747,0.016632016632016633,0.03278688524590164,9.264978381717108E-4,0.010395010395010396,0.03278688524590164,9.264978381717108E-4,0.008316008316008316,0.03278688524590164,0.008029647930821494,0.02286902286902287,0.03278688524590164,0.002779493514515133,0.008316008316008316,0.03278688524590164,6.176652254478072E-4,0.04365904365904366,0.03278688524590164,0.01019147621988882,0.02702702702702703,0.03278688524590164,0.060222359481161204,0.012474012474012475,0.03278688524590164,9.264978381717108E-4,0.031185031185031187,0.03278688524590164,0.14268066707844346,0.014553014553014556,0.03278688524590164,0.004632489190858554,0.004158004158004158,0.03278688524590164,6.176652254478072E-4
,0.07329842931937175,0.028169014084507043,7.760962359332558E-4,0.06701570680628273,0.028169014084507043,3.880481179666279E-4,0.0020942408376963353,0.028169014084507043,0.0032984090027163367,0.11413612565445028,0.028169014084507043,0.009701202949165696,0.005235602094240839,0.028169014084507043,0.0019402405898331396,0.0031413612565445027,0.028169014084507043,0.002910360884749709,0.008376963350785341,0.028169014084507043,0.0034924330616996507,0.05968586387434556,0.028169014084507043,0.004074505238649592,0.011518324607329844,0.028169014084507043,3.880481179666279E-4,0.018848167539267015,0.028169014084507043,5.820721769499418E-4,0.032460732984293195,0.056338028169014086,0.0036864571206829647,0.004188481675392671,0.028169014084507043,0.005626697710516105,0.0743455497382199,0.028169014084507043,5.820721769499418E-4,0.0062827225130890054,0.028169014084507043,3.880481179666279E-4,0.012565445026178013,0.056338028169014086,3.880481179666279E-4,0.0020942408376963353,0.028169014084507043,0.004074505238649592,0.0031413612565445027,0.028169014084507043,7.760962359332558E-4,0.07958115183246074,0.028169014084507043,0.9326736515327901,0.010471204188481678,0.04225352112676056,7.760962359332558E-4,0.26073298429319375,0.028169014084507043,5.820721769499418E-4,0.0031413612565445027,0.028169014084507043,0.011641443538998836,0.0062827225130890054,0.028169014084507043,0.002522312766783081,0.04083769633507854,0.07042253521126761,0.0011641443538998836,0.005235602094240839,0.028169014084507043,5.820721769499418E-4,0.015706806282722516,0.028169014084507043,0.0011641443538998836,0.004188481675392671,0.07042253521126761,0.0011641443538998836,0.0293193717277487,0.028169014084507043,3.880481179666279E-4,0.024083769633507855,0.028169014084507043,5.820721769499418E-4,0.01780104712041885,0.028169014084507043,5.820721769499418E-4,0.004188481675392671,0.028169014084507043,0.003104384943733023
,0.01702127659574468,0.01869158878504673,0.0015633142261594578,0.08085106382978723,0.046728971962616835,0.013027618551328815,0.03829787234042553,0.01869158878504673,5.211047420531526E-4,0.10638297872340426,0.07476635514018692,0.0015633142261594578,0.00851063829787234,0.01869158878504673,7.816571130797289E-4,0.01276595744680851,0.01869158878504673,7.816571130797289E-4,0.02553191489361702,0.03738317757009346,5.211047420531526E-4,0.00851063829787234,0.01869158878504673,0.0010422094841063053,0.029787234042553193,0.01869158878504673,0.0026055237102657635,0.01702127659574468,0.028037383177570097,0.0015633142261594578,0.00851063829787234,0.01869158878504673,7.816571130797289E-4,0.02127659574468085,0.06542056074766357,0.006253256904637831,0.07659574468085106,0.12149532710280377,0.002344971339239187,0.01276595744680851,0.028037383177570097,5.211047420531526E-4,0.029787234042553193,0.028037383177570097,0.009379885356956748,0.03404255319148936,0.028037383177570097,0.0010422094841063053,0.01276595744680851,0.01869158878504673,0.0026055237102657635,0.02127659574468085,0.028037383177570097,0.9343408025013029,0.0978723404255319,0.046728971962616835,7.816571130797289E-4,0.02127659574468085,0.01869158878504673,0.004429390307451797,0.029787234042553193,0.03738317757009346,7.816571130797289E-4,0.04680851063829787,0.028037383177570097,0.0018238665971860345,0.02553191489361702,0.028037383177570097,0.0010422094841063053,0.029787234042553193,0.01869158878504673,0.0010422094841063053,0.01276595744680851,0.01869158878504673,0.003126628452318916,0.07659574468085106,0.046728971962616835,7.816571130797289E-4,0.02127659574468085,0.046728971962616835,0.0020844189682126106,0.01276595744680851,0.028037383177570097,0.0015633142261594578,0.0425531914893617,0.028037383177570097,5.211047420531526E-4,0.02127659574468085,0.01869158878504673,7.816571130797289E-4
,0.041666666666666664,0.027397260273972605,0.005668016194331984,0.02777777777777778,0.027397260273972605,0.001619433198380567,0.02777777777777778,0.0410958904109589,0.0024291497975708503,0.041666666666666664,0.027397260273972605,0.001619433198380567,0.02777777777777778,0.027397260273972605,0.004858299595141701,0.02777777777777778,0.027397260273972605,0.001619433198380567,0.02777777777777778,0.027397260273972605,0.007287449392712551,0.041666666666666664,0.027397260273972605,0.007287449392712551,0.05555555555555556,0.0410958904109589,0.29068825910931173,0.02777777777777778,0.027397260273972605,0.032388663967611336,0.041666666666666664,0.027397260273972605,0.001619433198380567,0.02777777777777778,0.027397260273972605,0.001619433198380567,0.02777777777777778,0.0410958904109589,0.003238866396761134,0.02777777777777778,0.027397260273972605,0.011336032388663967,0.02777777777777778,0.0410958904109589,0.003238866396761134,0.02777777777777778,0.027397260273972605,0.004048582995951417,0.05555555555555556,0.0410958904109589,0.004048582995951417,0.041666666666666664,0.0410958904109589,0.5668016194331984,0.02777777777777778,0.027397260273972605,0.003238866396761134,0.02777777777777778,0.027397260273972605,0.008906882591093119,0.02777777777777778,0.027397260273972605,0.0024291497975708503,0.02777777777777778,0.027397260273972605,0.001619433198380567,0.02777777777777778,0.0410958904109589,0.009716599190283401,0.041666666666666664,0.0410958904109589,0.0024291497975708503,0.02777777777777778,0.027397260273972605,0.0024291497975708503,0.02777777777777778,0.027397260273972605,0.001619433198380567,0.05555555555555556,0.0821917808219178,0.001619433198380567,0.02777777777777778,0.027397260273972605,0.001619433198380567,0.02777777777777778,0.027397260273972605,0.003238866396761134,0.02777777777777778,0.0410958904109589,0.009716599190283401
