,S0,S1
,0.9745158002038734,0.0254841997961264
,0.9283489096573209,0.07165109034267914
,0.8948545861297538,0.10514541387024608
,0.9825806451612903,0.01741935483870968
,0.9723529411764704,0.027647058823529413
,0.9834775767112509,0.016522423288749016
,0.9545454545454546,0.045454545454545456
,0.9672304439746298,0.032769556025369975
,0.7442748091603053,0.25572519083969464
,0.4923076923076923,0.5076923076923077
,0.9569377990430621,0.0430622009569378
,0.5605095541401275,0.4394904458598726
,0.9525925925925927,0.047407407407407405
,0.8417618270799346,0.15823817292006523
,0.9825378346915017,0.017462165308498256
,0.9701739850869925,0.029826014913007456
,0.561352657004831,0.4386473429951691
,0.9085714285714286,0.09142857142857143
,0.57398753894081,0.42601246105919
,0.9286536248561565,0.0713463751438435
,0.930957683741648,0.06904231625835189
,0.795539033457249,0.20446096654275092
,0.4751381215469613,0.5248618784530387
,0.5106205747605165,0.4893794252394836
,0.8815028901734104,0.1184971098265896
,0.9832268370607028,0.016773162939297127
,0.8505747126436782,0.14942528735632185
,0.980844793713163,0.019155206286836937
,0.9550561797752809,0.0449438202247191
,0.9866327180140038,0.01336728198599618
,0.9846719803801349,0.015328019619865114
,0.8953771289537713,0.10462287104622871
,0.8321167883211681,0.16788321167883213
,0.9698646986469865,0.030135301353013535
,0.9621399176954731,0.03786008230452675
,0.97422126745435,0.02577873254564984
,0.9661016949152542,0.03389830508474576
,0.9703207276208714,0.029679272379128773
,0.9689689689689689,0.03103103103103103
,0.874141876430206,0.12585812356979406
,0.9647058823529411,0.03529411764705883
,0.9725415070242656,0.02745849297573436
,0.9679572763684913,0.03204272363150868
,0.9783001808318262,0.0216998191681736
,0.9667194928684628,0.03328050713153724
,0.935483870967742,0.06451612903225806
,0.8758169934640521,0.1241830065359477
,0.947939262472885,0.052060737527114966
,0.961465571699305,0.03853442830069488
,0.9740634005763688,0.025936599423631124
,0.9891964888588792,0.010803511141120865
,0.9675967596759675,0.0324032403240324
,0.8318042813455657,0.16819571865443425
,0.4823529411764706,0.5176470588235295
,0.9357142857142857,0.0642857142857143
,0.9425287356321839,0.057471264367816084

