,S0,S1
,0.9900766801984664,0.009923319801533605
,0.9774011299435027,0.022598870056497175
,0.977508650519031,0.02249134948096886
,0.9742086752637746,0.025791324736225085
,0.9781160799238819,0.021883920076117985
,0.8565815324165029,0.14341846758349702
,0.7592233009708736,0.2407766990291262
,0.988593155893536,0.011406844106463879
,0.9870898332436793,0.012910166756320604
,0.8833802816901408,0.11661971830985915
,0.9671897289586304,0.03281027104136947
,0.9631760644418872,0.03682393555811277
,0.9919793755370956,0.008020624462904613
,0.9860598605986062,0.013940139401394016
,0.5672514619883041,0.4327485380116958
,0.944954128440367,0.05504587155963303
,0.965034965034965,0.03496503496503496
,0.9532237673830594,0.04677623261694058
,0.9354187689202825,0.06458123107971746
,0.9854868913857678,0.01451310861423221
,0.9577289680895151,0.042271031910484876
,0.973922902494331,0.026077097505668934
,0.9221698113207547,0.07783018867924528
,0.962287104622871,0.03771289537712895
,0.9542743538767395,0.04572564612326044
,0.9749430523917992,0.02505694760820045
,0.9861751152073733,0.013824884792626727
,0.9911016949152543,0.008898305084745765
,0.9616045845272205,0.038395415472779366
,0.9047619047619047,0.09523809523809523
,0.8929804372842348,0.10701956271576525
,0.8482758620689655,0.15172413793103448
,0.9741550695825049,0.02584493041749503
,0.9559471365638766,0.04405286343612335
,0.962962962962963,0.03703703703703704
,0.6834170854271355,0.3165829145728643
,0.9578686493184635,0.042131350681536554
,0.9755612389883492,0.02443876101165104
,0.9383561643835617,0.06164383561643836
,0.9529816513761465,0.047018348623853214
,0.9635220125786164,0.036477987421383654
,0.9780219780219781,0.02197802197802198
,0.9877995642701525,0.012200435729847496
,0.9878113407525174,0.012188659247482778
,0.9708791208791208,0.029120879120879125
,0.9561510353227772,0.0438489646772229
,0.975328947368421,0.02467105263157895
,0.7781274586939416,0.22187254130605824
,0.9221453287197231,0.07785467128027682
,0.9674027339642481,0.03259726603575184
,0.9488752556237219,0.05112474437627811
,0.988,0.012000000000000002
,0.9848380427291523,0.015161957270847692
,0.9844278943805009,0.015572105619498986
,0.8311688311688311,0.1688311688311688
,0.22850678733031676,0.7714932126696834
,0.9101995565410199,0.08980044345898006
,0.9140625000000001,0.0859375
,0.9361702127659575,0.06382978723404255
,0.47619047619047616,0.5238095238095237
,0.9834104938271605,0.01658950617283951
,0.9969195225259914,0.0030804774740084712
,0.5105162523900574,0.4894837476099426
,0.9585427135678392,0.0414572864321608
,0.9816980172852059,0.018301982714794104
,0.9012345679012345,0.09876543209876543
,0.3664921465968586,0.6335078534031413
,0.9300699300699301,0.06993006993006994
,0.9777131782945736,0.022286821705426358
,0.937062937062937,0.06293706293706294
,0.9790343074968234,0.02096569250317662
,0.9437314906219149,0.0562685093780849
,0.9782813975448535,0.021718602455146365
,0.9768637532133675,0.02313624678663239
,0.9538239538239538,0.046176046176046176
,0.9623312011371712,0.037668798862828715
,0.9572763684913217,0.042723631508678236
,0.9900083263946711,0.009991673605328894
,0.4777777777777778,0.5222222222222223
,0.9584120982986766,0.04158790170132325
,0.9849462365591397,0.015053763440860214
,0.973655323819978,0.026344676180021957
,0.9731707317073172,0.02682926829268293
,0.9163179916317991,0.08368200836820083

